customer_id,first_name,last_name,phone,email,is_active,
1062,Courtney,Cook,6.39E+11,mstokes@vasquez.biz,FALSE,"{1062,""Courtney"",""Cook"",""639151000000"",""mstokes@vasquez.biz"",false},"
1063,Richard,Burnett,6.39E+11,lwright@kim.com,TRUE,"{1063,""Richard"",""Burnett"",""639387000000"",""lwright@kim.com"",true},"
1064,Regina,Osborne,6.39E+11,jeffrey48@fisher.com,FALSE,"{1064,""Regina"",""Osborne"",""639406000000"",""jeffrey48@fisher.com"",false},"
1065,Andrea,Perry,6.40E+11,pcook@russell.com,TRUE,"{1065,""Andrea"",""Perry"",""639922000000"",""pcook@russell.com"",true},"
1066,Jonathan,Little,6.40E+11,solson@norton.com,TRUE,"{1066,""Jonathan"",""Little"",""639904000000"",""solson@norton.com"",true},"
1067,Aaron,Horne,6.40E+11,christopher78@yahoo.com,TRUE,"{1067,""Aaron"",""Horne"",""639798000000"",""christopher78@yahoo.com"",true},"
1068,Martha,Whitaker,6.39E+11,brownbrandon@hotmail.com,FALSE,"{1068,""Martha"",""Whitaker"",""639065000000"",""brownbrandon@hotmail.com"",false},"
1069,Brandy,Torres,6.39E+11,ashleyfernandez@yahoo.com,TRUE,"{1069,""Brandy"",""Torres"",""639077000000"",""ashleyfernandez@yahoo.com"",true},"
1070,Brandon,Riley,6.39E+11,dmorgan@phillips.com,FALSE,"{1070,""Brandon"",""Riley"",""639311000000"",""dmorgan@phillips.com"",false},"
1071,Andrew,Perry,6.40E+11,jeffreyrosales@gmail.com,TRUE,"{1071,""Andrew"",""Perry"",""639993000000"",""jeffreyrosales@gmail.com"",true},"
1072,Megan,Hanson,6.40E+11,garciamorgan@gmail.com,TRUE,"{1072,""Megan"",""Hanson"",""639847000000"",""garciamorgan@gmail.com"",true},"
1073,Sabrina,Decker,6.40E+11,matthewmorse@smith.org,TRUE,"{1073,""Sabrina"",""Decker"",""639653000000"",""matthewmorse@smith.org"",true},"
1074,Matthew,Thomas,6.40E+11,davidhoffman@hotmail.com,TRUE,"{1074,""Matthew"",""Thomas"",""639988000000"",""davidhoffman@hotmail.com"",true},"
1075,Edward,James,6.40E+11,popeanthony@yahoo.com,TRUE,"{1075,""Edward"",""James"",""639897000000"",""popeanthony@yahoo.com"",true},"
1076,Robert,Aguilar,6.40E+11,conleygwendolyn@doyle-hudson.net,TRUE,"{1076,""Robert"",""Aguilar"",""639539000000"",""conleygwendolyn@doyle-hudson.net"",true},"
1077,Donald,Mccormick,6.40E+11,vburke@yahoo.com,TRUE,"{1077,""Donald"",""Mccormick"",""639713000000"",""vburke@yahoo.com"",true},"
1078,Douglas,Hamilton,6.39E+11,reginacampos@hotmail.com,TRUE,"{1078,""Douglas"",""Hamilton"",""639133000000"",""reginacampos@hotmail.com"",true},"
1079,Anna,Freeman,6.40E+11,ashlee14@hotmail.com,TRUE,"{1079,""Anna"",""Freeman"",""639623000000"",""ashlee14@hotmail.com"",true},"
1080,Brian,Medina,6.40E+11,bscott@yahoo.com,TRUE,"{1080,""Brian"",""Medina"",""639670000000"",""bscott@yahoo.com"",true},"
1081,Timothy,Vasquez,6.39E+11,davidhale@bean.info,TRUE,"{1081,""Timothy"",""Vasquez"",""639044000000"",""davidhale@bean.info"",true},"
1082,Deanna,Kent,6.39E+11,melissavaldez@hancock.com,FALSE,"{1082,""Deanna"",""Kent"",""639052000000"",""melissavaldez@hancock.com"",false},"
1083,Mary,Thompson,6.40E+11,emilyhorton@gmail.com,TRUE,"{1083,""Mary"",""Thompson"",""639730000000"",""emilyhorton@gmail.com"",true},"
1084,Jose,Cervantes,6.40E+11,jill15@adams.com,FALSE,"{1084,""Jose"",""Cervantes"",""639687000000"",""jill15@adams.com"",false},"
1085,David,Lee,6.40E+11,ggarcia@moore.com,TRUE,"{1085,""David"",""Lee"",""639873000000"",""ggarcia@moore.com"",true},"
1086,Rebecca,May,6.39E+11,sstone@santiago.org,TRUE,"{1086,""Rebecca"",""May"",""639099000000"",""sstone@santiago.org"",true},"
1087,Mark,Lucas,6.39E+11,omurphy@gmail.com,FALSE,"{1087,""Mark"",""Lucas"",""639437000000"",""omurphy@gmail.com"",false},"
1088,Jessica,Conley,6.39E+11,ralvarado@hotmail.com,TRUE,"{1088,""Jessica"",""Conley"",""639064000000"",""ralvarado@hotmail.com"",true},"
1089,Victor,Tucker,6.39E+11,corylittle@yahoo.com,TRUE,"{1089,""Victor"",""Tucker"",""639291000000"",""corylittle@yahoo.com"",true},"
1090,Joseph,Willis,6.39E+11,corey45@hotmail.com,TRUE,"{1090,""Joseph"",""Willis"",""639307000000"",""corey45@hotmail.com"",true},"
1091,Jennifer,Cole,6.39E+11,shermanrandy@hughes-price.com,TRUE,"{1091,""Jennifer"",""Cole"",""639282000000"",""shermanrandy@hughes-price.com"",true},"
1092,Brandon,Farmer,6.39E+11,williamford@yahoo.com,TRUE,"{1092,""Brandon"",""Farmer"",""639160000000"",""williamford@yahoo.com"",true},"
1093,Matthew,Martinez,6.39E+11,donald46@burton.com,TRUE,"{1093,""Matthew"",""Martinez"",""639437000000"",""donald46@burton.com"",true},"
1094,Gabrielle,Burns,6.39E+11,hthomas@yahoo.com,TRUE,"{1094,""Gabrielle"",""Burns"",""639060000000"",""hthomas@yahoo.com"",true},"
1095,Joe,Jimenez,6.40E+11,lisakelley@stevens.info,TRUE,"{1095,""Joe"",""Jimenez"",""639695000000"",""lisakelley@stevens.info"",true},"
1096,Holly,Lee,6.39E+11,anthony76@moreno.biz,TRUE,"{1096,""Holly"",""Lee"",""639221000000"",""anthony76@moreno.biz"",true},"
1097,Andrew,Tran,6.39E+11,isabellaallison@yahoo.com,TRUE,"{1097,""Andrew"",""Tran"",""639146000000"",""isabellaallison@yahoo.com"",true},"
1098,Mary,Le,6.39E+11,qhebert@sullivan.com,FALSE,"{1098,""Mary"",""Le"",""639264000000"",""qhebert@sullivan.com"",false},"
1099,David,Oconnor,6.39E+11,stanleybrandi@atkins.biz,TRUE,"{1099,""David"",""Oconnor"",""639082000000"",""stanleybrandi@atkins.biz"",true},"
1100,Anthony,Harris,6.39E+11,rickymartin@gmail.com,FALSE,"{1100,""Anthony"",""Harris"",""639465000000"",""rickymartin@gmail.com"",false},"
1101,Noah,Baker,6.39E+11,lwalker@yahoo.com,TRUE,"{1101,""Noah"",""Baker"",""639265000000"",""lwalker@yahoo.com"",true},"
1102,Michelle,Webster,6.40E+11,janicenelson@brown-gonzalez.com,TRUE,"{1102,""Michelle"",""Webster"",""639698000000"",""janicenelson@brown-gonzalez.com"",true},"
1103,Kyle,Hernandez,6.39E+11,jpeterson@middleton.com,TRUE,"{1103,""Kyle"",""Hernandez"",""639204000000"",""jpeterson@middleton.com"",true},"
1104,Laura,Jennings,6.40E+11,friedmannancy@gmail.com,FALSE,"{1104,""Laura"",""Jennings"",""639986000000"",""friedmannancy@gmail.com"",false},"
1105,David,Moreno,6.39E+11,campbellkenneth@yahoo.com,TRUE,"{1105,""David"",""Moreno"",""639263000000"",""campbellkenneth@yahoo.com"",true},"
1106,Allen,Butler,6.40E+11,yhicks@gmail.com,FALSE,"{1106,""Allen"",""Butler"",""639676000000"",""yhicks@gmail.com"",false},"
1107,Sabrina,Shelton,6.40E+11,rhodessteven@fisher-perez.com,TRUE,"{1107,""Sabrina"",""Shelton"",""639671000000"",""rhodessteven@fisher-perez.com"",true},"
1108,Samantha,Evans,6.39E+11,adriana52@hotmail.com,FALSE,"{1108,""Samantha"",""Evans"",""639398000000"",""adriana52@hotmail.com"",false},"
1109,Natalie,Turner,6.40E+11,sarah45@yahoo.com,TRUE,"{1109,""Natalie"",""Turner"",""639580000000"",""sarah45@yahoo.com"",true},"
1110,Sydney,Gardner,6.40E+11,daviskayla@barnett.com,TRUE,"{1110,""Sydney"",""Gardner"",""639670000000"",""daviskayla@barnett.com"",true},"
1111,Laurie,Tate,6.40E+11,gordondavid@cunningham.com,FALSE,"{1111,""Laurie"",""Tate"",""639675000000"",""gordondavid@cunningham.com"",false},"
1112,Rebecca,Newton,6.39E+11,brooke39@young.org,FALSE,"{1112,""Rebecca"",""Newton"",""639396000000"",""brooke39@young.org"",false},"
1113,Laura,Doyle,6.40E+11,williamsroy@bishop.com,TRUE,"{1113,""Laura"",""Doyle"",""639852000000"",""williamsroy@bishop.com"",true},"
1114,Dana,Brown,6.39E+11,karenwoods@gonzalez-clark.com,TRUE,"{1114,""Dana"",""Brown"",""639190000000"",""karenwoods@gonzalez-clark.com"",true},"
1115,Timothy,Harrison,6.39E+11,kirkmegan@flores.org,TRUE,"{1115,""Timothy"",""Harrison"",""639298000000"",""kirkmegan@flores.org"",true},"
1116,Stephen,Sanchez,6.40E+11,jerrygarcia@small-porter.org,TRUE,"{1116,""Stephen"",""Sanchez"",""639656000000"",""jerrygarcia@small-porter.org"",true},"
1117,Antonio,Mooney,6.39E+11,hreyes@flores.org,TRUE,"{1117,""Antonio"",""Mooney"",""639239000000"",""hreyes@flores.org"",true},"
1118,Laura,Farley,6.39E+11,kathryn28@phelps.com,TRUE,"{1118,""Laura"",""Farley"",""639019000000"",""kathryn28@phelps.com"",true},"
1119,Anna,Avery,6.40E+11,nstone@gmail.com,FALSE,"{1119,""Anna"",""Avery"",""639756000000"",""nstone@gmail.com"",false},"
1120,Tracie,Williams,6.40E+11,laura02@arellano.com,FALSE,"{1120,""Tracie"",""Williams"",""639971000000"",""laura02@arellano.com"",false},"
1121,Ronnie,Combs,6.39E+11,natalie70@hotmail.com,TRUE,"{1121,""Ronnie"",""Combs"",""639182000000"",""natalie70@hotmail.com"",true},"
1122,Jennifer,Harris,6.40E+11,lrivera@hotmail.com,TRUE,"{1122,""Jennifer"",""Harris"",""639697000000"",""lrivera@hotmail.com"",true},"
1123,Ellen,Henderson,6.39E+11,shellyburke@short.com,TRUE,"{1123,""Ellen"",""Henderson"",""639153000000"",""shellyburke@short.com"",true},"
1124,Lorraine,Waters,6.39E+11,contrerasshannon@gmail.com,TRUE,"{1124,""Lorraine"",""Waters"",""639111000000"",""contrerasshannon@gmail.com"",true},"
1125,Steve,Dennis,6.39E+11,justin88@yahoo.com,FALSE,"{1125,""Steve"",""Dennis"",""639328000000"",""justin88@yahoo.com"",false},"
1126,James,Williams,6.40E+11,amanda92@morgan.com,TRUE,"{1126,""James"",""Williams"",""639788000000"",""amanda92@morgan.com"",true},"
1127,Robert,Moyer,6.40E+11,roberta01@richardson-munoz.biz,FALSE,"{1127,""Robert"",""Moyer"",""639546000000"",""roberta01@richardson-munoz.biz"",false},"
1128,Ashley,Maddox,6.40E+11,shawn52@harrell.com,FALSE,"{1128,""Ashley"",""Maddox"",""639842000000"",""shawn52@harrell.com"",false},"
1129,Kelly,Martinez,6.39E+11,greenrachel@yahoo.com,TRUE,"{1129,""Kelly"",""Martinez"",""639443000000"",""greenrachel@yahoo.com"",true},"
1130,Linda,Cain,6.39E+11,smithsean@gmail.com,TRUE,"{1130,""Linda"",""Cain"",""639017000000"",""smithsean@gmail.com"",true},"
1131,Benjamin,Whitney,6.40E+11,gina15@gmail.com,FALSE,"{1131,""Benjamin"",""Whitney"",""639710000000"",""gina15@gmail.com"",false},"
1132,Emma,Porter,6.39E+11,hnorman@harris-perkins.info,FALSE,"{1132,""Emma"",""Porter"",""639294000000"",""hnorman@harris-perkins.info"",false},"
1133,Jonathan,Freeman,6.40E+11,etrevino@gmail.com,TRUE,"{1133,""Jonathan"",""Freeman"",""639954000000"",""etrevino@gmail.com"",true},"
1134,Henry,Thomas,6.40E+11,mkrause@edwards-thomas.com,TRUE,"{1134,""Henry"",""Thomas"",""639633000000"",""mkrause@edwards-thomas.com"",true},"
1135,Colleen,Gray,6.40E+11,anthony27@smith-lopez.org,FALSE,"{1135,""Colleen"",""Gray"",""639882000000"",""anthony27@smith-lopez.org"",false},"
1136,Daniel,Clay,6.40E+11,mcgeedavid@kelley.com,TRUE,"{1136,""Daniel"",""Clay"",""639611000000"",""mcgeedavid@kelley.com"",true},"
1137,Sabrina,Willis,6.40E+11,tina78@moore.com,TRUE,"{1137,""Sabrina"",""Willis"",""639605000000"",""tina78@moore.com"",true},"
1138,Megan,Patton,6.39E+11,bsnyder@reynolds-massey.info,TRUE,"{1138,""Megan"",""Patton"",""639498000000"",""bsnyder@reynolds-massey.info"",true},"
1139,Gregory,Clark,6.40E+11,taylorcarter@romero.biz,FALSE,"{1139,""Gregory"",""Clark"",""639531000000"",""taylorcarter@romero.biz"",false},"
1140,Michael,Hodge,6.39E+11,tbriggs@davis-olsen.com,FALSE,"{1140,""Michael"",""Hodge"",""639278000000"",""tbriggs@davis-olsen.com"",false},"
1141,Donna,Barnes,6.40E+11,sabrinawoods@gmail.com,FALSE,"{1141,""Donna"",""Barnes"",""639934000000"",""sabrinawoods@gmail.com"",false},"
1142,James,Washington,6.39E+11,harveylinda@mccoy-wright.com,FALSE,"{1142,""James"",""Washington"",""639032000000"",""harveylinda@mccoy-wright.com"",false},"
1143,Carrie,Burke,6.40E+11,vargasisaac@valencia-wong.com,TRUE,"{1143,""Carrie"",""Burke"",""639870000000"",""vargasisaac@valencia-wong.com"",true},"
1144,Paul,Adams,6.39E+11,cclark@yahoo.com,TRUE,"{1144,""Paul"",""Adams"",""639297000000"",""cclark@yahoo.com"",true},"
1145,Sarah,Armstrong,6.39E+11,nelsonkenneth@brown-green.com,TRUE,"{1145,""Sarah"",""Armstrong"",""639141000000"",""nelsonkenneth@brown-green.com"",true},"
1146,Bryan,Allen,6.40E+11,melinda70@gmail.com,TRUE,"{1146,""Bryan"",""Allen"",""639642000000"",""melinda70@gmail.com"",true},"
1147,Taylor,Blevins,6.39E+11,dwhite@daniels-mcclain.info,TRUE,"{1147,""Taylor"",""Blevins"",""639044000000"",""dwhite@daniels-mcclain.info"",true},"
1148,Beth,Graham,6.39E+11,smithoscar@gmail.com,FALSE,"{1148,""Beth"",""Graham"",""639247000000"",""smithoscar@gmail.com"",false},"
1149,Joel,Garcia,6.39E+11,ashley78@rodriguez-mccoy.com,FALSE,"{1149,""Joel"",""Garcia"",""639243000000"",""ashley78@rodriguez-mccoy.com"",false},"
1150,Jessica,Harris,6.39E+11,edward39@hotmail.com,TRUE,"{1150,""Jessica"",""Harris"",""639307000000"",""edward39@hotmail.com"",true},"
1151,Jennifer,Johnson,6.40E+11,paula44@daniels-williams.com,TRUE,"{1151,""Jennifer"",""Johnson"",""639566000000"",""paula44@daniels-williams.com"",true},"
1152,Nina,Bautista,6.39E+11,carterkristin@hotmail.com,TRUE,"{1152,""Nina"",""Bautista"",""639372000000"",""carterkristin@hotmail.com"",true},"
1153,Kimberly,Robinson,6.40E+11,brownshawn@tyler.com,TRUE,"{1153,""Kimberly"",""Robinson"",""639912000000"",""brownshawn@tyler.com"",true},"
1154,Jack,Lee,6.39E+11,icopeland@gmail.com,TRUE,"{1154,""Jack"",""Lee"",""639476000000"",""icopeland@gmail.com"",true},"
1155,Mark,Garza,6.39E+11,andreamiller@wilson.biz,TRUE,"{1155,""Mark"",""Garza"",""639284000000"",""andreamiller@wilson.biz"",true},"
1156,Jennifer,Johnson,6.39E+11,whitewilliam@snyder-santos.com,FALSE,"{1156,""Jennifer"",""Johnson"",""639357000000"",""whitewilliam@snyder-santos.com"",false},"
1157,Jennifer,Atkins,6.40E+11,hannah71@williams-pacheco.com,TRUE,"{1157,""Jennifer"",""Atkins"",""639616000000"",""hannah71@williams-pacheco.com"",true},"
1158,Alexandra,Nguyen,6.40E+11,marcusrowe@olson-vazquez.com,TRUE,"{1158,""Alexandra"",""Nguyen"",""639709000000"",""marcusrowe@olson-vazquez.com"",true},"
1159,Melinda,Bowman,6.39E+11,bellwilliam@baker.com,FALSE,"{1159,""Melinda"",""Bowman"",""639409000000"",""bellwilliam@baker.com"",false},"
1160,Jason,Bennett,6.39E+11,timothymartinez@marquez.com,TRUE,"{1160,""Jason"",""Bennett"",""639274000000"",""timothymartinez@marquez.com"",true},"
1161,Jessica,Berry,6.40E+11,charles50@hoffman.biz,TRUE,"{1161,""Jessica"",""Berry"",""639877000000"",""charles50@hoffman.biz"",true},"
1162,Abigail,Williams,6.39E+11,catherinesmith@gmail.com,TRUE,"{1162,""Abigail"",""Williams"",""639366000000"",""catherinesmith@gmail.com"",true},"
1163,Ann,Braun,6.40E+11,crodriguez@parker.com,TRUE,"{1163,""Ann"",""Braun"",""639681000000"",""crodriguez@parker.com"",true},"
1164,David,Ortega,6.39E+11,xwalton@hotmail.com,TRUE,"{1164,""David"",""Ortega"",""639172000000"",""xwalton@hotmail.com"",true},"
1165,Jennifer,Miranda,6.40E+11,danielrussell@gmail.com,TRUE,"{1165,""Jennifer"",""Miranda"",""639844000000"",""danielrussell@gmail.com"",true},"
1166,Michael,Rodriguez,6.40E+11,brewerdavid@hotmail.com,TRUE,"{1166,""Michael"",""Rodriguez"",""639509000000"",""brewerdavid@hotmail.com"",true},"
1167,Bryan,Graves,6.40E+11,myersrachel@lewis.com,FALSE,"{1167,""Bryan"",""Graves"",""639726000000"",""myersrachel@lewis.com"",false},"
1168,Steven,Burnett,6.39E+11,glennduncan@strickland.com,TRUE,"{1168,""Steven"",""Burnett"",""639158000000"",""glennduncan@strickland.com"",true},"
1169,Becky,Mcdonald,6.39E+11,wboyd@gmail.com,TRUE,"{1169,""Becky"",""Mcdonald"",""639022000000"",""wboyd@gmail.com"",true},"
1170,Billy,Mitchell,6.39E+11,tmichael@wilson.biz,TRUE,"{1170,""Billy"",""Mitchell"",""639271000000"",""tmichael@wilson.biz"",true},"
1171,Susan,Goodwin,6.40E+11,donnahicks@fernandez.com,TRUE,"{1171,""Susan"",""Goodwin"",""639788000000"",""donnahicks@fernandez.com"",true},"
1172,Jay,Le,6.40E+11,jonesnicholas@townsend.com,TRUE,"{1172,""Jay"",""Le"",""639757000000"",""jonesnicholas@townsend.com"",true},"
